numAttachments,sizeAttachments,numLinks,numLinksClickHere,numIpUrl,numLinksFileExt,htmlJavascript,numRecipients,htmlBody,numLinksNonMatching,numConcatenatedUrls,fromSenderSimilar,spanTime,numUniqueDomains,numShortenedUrls,bccExists,fromNameExists,fromNonEnglish,maxDots,numCc,noReply,subjectExists,subjectLength,senderExists,class
0,0,16,0,0,10,FALSE,1,TRUE,0,0,TRUE,1,3,2,FALSE,TRUE,FALSE,3,0,FALSE,TRUE,30,FALSE,non-phishing
0,0,0,0,0,0,FALSE,1,FALSE,0,0,TRUE,0,0,0,FALSE,TRUE,FALSE,0,0,FALSE,TRUE,81,FALSE,non-phishing
0,0,0,0,0,1,FALSE,1,FALSE,0,0,FALSE,19,0,0,FALSE,FALSE,FALSE,0,0,FALSE,TRUE,65,TRUE,non-phishing
0,0,0,0,0,0,FALSE,1,FALSE,0,0,FALSE,26,0,0,FALSE,TRUE,FALSE,0,0,FALSE,TRUE,63,TRUE,non-phishing
0,0,12,0,0,1,FALSE,1,TRUE,0,0,FALSE,47,2,0,FALSE,FALSE,FALSE,6,0,FALSE,TRUE,41,TRUE,non-phishing
0,0,11,0,11,2,FALSE,1,TRUE,1,0,TRUE,47288,1,0,FALSE,TRUE,FALSE,5,0,FALSE,TRUE,48,FALSE,phishing
0,0,0,0,0,0,FALSE,1,TRUE,0,0,FALSE,105,0,0,FALSE,TRUE,FALSE,0,0,FALSE,TRUE,42,TRUE,non-phishing
0,0,0,0,0,0,FALSE,1,FALSE,0,0,TRUE,41,0,0,FALSE,TRUE,FALSE,0,0,FALSE,TRUE,45,FALSE,non-phishing
0,0,0,0,0,59,FALSE,0,TRUE,0,0,TRUE,0,0,0,FALSE,FALSE,TRUE,0,0,TRUE,FALSE,0,FALSE,non-phishing
0,0,0,0,0,0,FALSE,1,FALSE,0,0,FALSE,6,0,0,FALSE,TRUE,FALSE,0,0,FALSE,TRUE,104,TRUE,non-phishing
0,0,3,0,0,0,FALSE,1,TRUE,1,0,TRUE,64,2,0,FALSE,TRUE,FALSE,6,0,FALSE,TRUE,11,FALSE,phishing
0,0,0,0,0,0,FALSE,2,TRUE,0,0,FALSE,480,0,0,FALSE,TRUE,FALSE,0,1,FALSE,TRUE,17,TRUE,non-phishing
0,0,0,0,0,0,FALSE,1,FALSE,0,0,FALSE,6,0,0,FALSE,TRUE,FALSE,0,0,FALSE,TRUE,46,TRUE,non-phishing
0,0,30,0,0,19,FALSE,1,TRUE,0,0,TRUE,1534,4,0,FALSE,TRUE,FALSE,3,0,FALSE,TRUE,43,FALSE,non-phishing
0,0,0,0,0,0,FALSE,1,TRUE,0,0,FALSE,178,0,0,FALSE,TRUE,FALSE,0,0,FALSE,TRUE,56,TRUE,non-phishing
0,0,0,0,1,0,FALSE,1,TRUE,0,0,TRUE,1376,0,0,FALSE,TRUE,FALSE,0,0,FALSE,TRUE,19,FALSE,phishing
0,0,0,0,0,0,FALSE,1,FALSE,0,0,FALSE,161841,0,0,FALSE,TRUE,FALSE,0,0,FALSE,TRUE,58,TRUE,non-phishing
0,0,0,0,0,0,FALSE,3,FALSE,0,0,FALSE,21943,0,0,FALSE,TRUE,FALSE,0,2,FALSE,TRUE,39,TRUE,non-phishing
0,0,0,0,0,0,FALSE,2,TRUE,0,0,FALSE,1301,0,0,FALSE,TRUE,FALSE,0,1,FALSE,TRUE,19,TRUE,non-phishing
0,0,0,0,0,0,FALSE,0,TRUE,0,0,TRUE,0,0,0,FALSE,FALSE,TRUE,0,0,TRUE,FALSE,0,FALSE,non-phishing
0,0,8,0,2,3,FALSE,1,TRUE,1,0,TRUE,183,4,0,FALSE,TRUE,FALSE,4,0,FALSE,TRUE,38,FALSE,phishing
0,0,0,0,0,0,FALSE,1,FALSE,0,0,FALSE,471,0,0,FALSE,TRUE,FALSE,0,0,FALSE,TRUE,26,TRUE,non-phishing
0,0,2,0,2,1,FALSE,1,TRUE,1,0,TRUE,9086,1,0,FALSE,FALSE,FALSE,4,0,FALSE,TRUE,34,FALSE,phishing
0,0,0,0,0,0,FALSE,3,TRUE,0,0,FALSE,1065,0,0,FALSE,TRUE,FALSE,0,2,FALSE,TRUE,68,TRUE,non-phishing
0,0,0,0,0,0,FALSE,2,TRUE,0,0,FALSE,38,0,0,FALSE,TRUE,FALSE,0,0,FALSE,TRUE,30,TRUE,non-phishing
0,0,0,0,0,0,FALSE,2,TRUE,0,0,FALSE,53,0,0,FALSE,TRUE,FALSE,0,1,FALSE,TRUE,66,TRUE,non-phishing
0,0,14,0,0,0,FALSE,1,TRUE,0,0,TRUE,2,3,0,FALSE,TRUE,FALSE,4,0,FALSE,TRUE,20,FALSE,non-phishing
0,0,1,0,0,0,FALSE,1,TRUE,0,0,TRUE,3581,1,1,FALSE,TRUE,FALSE,5,0,FALSE,TRUE,21,FALSE,phishing
0,0,0,0,0,0,FALSE,1,FALSE,0,0,TRUE,0,0,0,FALSE,TRUE,FALSE,0,0,FALSE,TRUE,19,FALSE,non-phishing
0,0,0,0,0,0,FALSE,2,TRUE,0,0,FALSE,225,0,0,FALSE,TRUE,FALSE,0,1,FALSE,TRUE,42,TRUE,non-phishing
0,0,0,0,0,0,FALSE,4,TRUE,0,0,TRUE,0,0,0,FALSE,TRUE,FALSE,0,3,FALSE,TRUE,41,FALSE,non-phishing
0,0,26,0,0,27,FALSE,1,TRUE,0,0,TRUE,361,1,0,FALSE,TRUE,FALSE,3,0,FALSE,TRUE,40,FALSE,non-phishing
0,0,0,0,0,0,FALSE,1,FALSE,0,0,TRUE,22059,0,0,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,0,FALSE,phishing
0,0,0,0,0,0,FALSE,2,TRUE,0,0,FALSE,100,0,0,FALSE,TRUE,FALSE,0,1,FALSE,TRUE,53,TRUE,non-phishing
0,0,0,0,0,0,FALSE,1,FALSE,0,0,FALSE,26,0,0,FALSE,TRUE,FALSE,0,0,FALSE,TRUE,49,TRUE,non-phishing
